texto,etiqueta,explicacion,label_id
Cuidar personas mayores — se requiere mujer responsable.,sesgo_genero_femenino,"Reclutamiento que exige ser mujer para un rol de cuidado, basándose en roles de género tradicionales.",1
"Contratamos modelo femenina para escaparate, preferentemente joven.",sesgo_genero_femenino,"Pide específicamente modelo femenina y añade preferencia por juventud, apuntando a estereotipos sobre la mujer.",1
"Se busca dependienta para tienda de lencería, solo candidatas femeninas.",sesgo_genero_femenino,"Restricción explícita a mujeres para el puesto, excluyendo a otros géneros.",1
Necesitamos asistente de guardería — debe ser una mujer cariñosa.,sesgo_genero_femenino,Exige ser mujer y asigna cualidades de cuidado asociadas tradicionalmente al género femenino.,1
Buscamos enfermera con sensibilidad maternal.,sesgo_genero_femenino,"Asume que la 'sensibilidad maternal' es un requisito femenino, reforzando estereotipos de género.",1
"Camarera para restaurante, se valorará apariencia femenina.",sesgo_genero_femenino,Solicita específicamente mujeres y asocia el puesto con rasgos femeninos estereotipados.,1
"Se ofrece puesto de secretaria, preferiblemente señorita.",sesgo_genero_femenino,"Preferencia de género explícita hacia mujeres, utilizando un término que excluye a hombres.",1
Se necesita vendedora con buen aspecto físico.,sesgo_genero_femenino,"Dirigido específicamente a mujeres y enfatiza atributos físicos, reforzando estereotipos de género.",1
"Se busca recepcionista, solo mujeres.",sesgo_genero_femenino,Exclusión explícita de candidatos masculinos al requerir únicamente mujeres.,1
"Oferta: estilista femenina para salón, solo mujeres.",sesgo_genero_femenino,"Especifica que la estilista debe ser mujer ('femenina'/'solo mujeres'), favoreciendo a un género.",1
"Empresa solicita administrativa doméstica, mujeres únicamente.",sesgo_genero_femenino,El requisito 'mujeres únicamente' excluye candidatos no femeninos y refleja sesgo de género.,1
Se busca cuidadora de niños; postulantes mujeres.,sesgo_genero_femenino,"Solicita explícitamente que las postulantes sean mujeres, discriminando por género.",1
"Se requiere coordinadora de eventos, solo mujeres.",sesgo_genero_femenino,"La palabra 'solo mujeres' limita la contratación a candidatas femeninas, mostrando sesgo.",1
Contrato para dependienta — preferentemente mujer.,sesgo_genero_femenino,Indica una preferencia de género que puede discriminar a candidatos no femeninos.,1
"Se busca azafata de imagen, joven y femenina.",sesgo_genero_femenino,"Combina exigencia de género con características estereotípicas (juventud, 'femenina').",1
"Oferta: cajera para tienda, solo mujeres.",sesgo_genero_femenino,Recluta únicamente a mujeres al indicar 'solo mujeres' para el rol de cajera.,1
Buscamos empleada para atención al cliente.,sesgo_genero_femenino,"Usa el femenino ('empleada'), implicando que se espera que la persona sea mujer.",1
Recepcionista: preferible candidata femenina.,sesgo_genero_femenino,"Indica preferencia por una candidata femenina, favoreciendo a mujeres sobre hombres.",1
"Se busca secretaria administrativa, solo mujeres.",sesgo_genero_femenino,"Solicita explícitamente solo mujeres, excluye a candidatos hombres por género.",1
Puesto de ventas: preferimos mujeres por su 'sensibilidad' hacia los clientes.,sesgo_genero_femenino,"Justifica la preferencia por mujeres mediante un estereotipo de sensibilidad, discriminando por género.",1
"Se busca promotora — solo mujeres, imagen femenina obligatoria.",sesgo_genero_femenino,"Excluye hombres explícitamente y exige una 'imagen femenina', imponiendo criterios de género.",1
Vacante: asistente administrativa — mujeres comunicativas y empáticas.,sesgo_genero_femenino,"Asocia rasgos estereotipados (comunicativa, empática) al sexo femenino y especifica preferencia de género.",1
"Se ofrece puesto para mamá responsable, solo mujeres con hijos.",sesgo_genero_femenino,"Limita la candidatura a mujeres y además requiere una condición parental, excluyendo a hombres y a mujeres sin hijos.",1
Se necesita anfitriona bella para eventos (mujer).,sesgo_genero_femenino,"Especifica el sexo requerido y valora la apariencia física, discriminando por género y aspecto.",1
Buscamos ejecutiva con presencia femenina y buen aspecto.,sesgo_genero_femenino,"Se exige una 'presencia femenina' y énfasis en la apariencia, favoreciendo a mujeres por su sexo.",1
Se requiere mujer para trabajo de cuidado infantil.,sesgo_genero_femenino,"Solicita específicamente a mujeres para tareas de cuidado, reforzando roles de género y excluyendo a hombres.",1
Solo mujeres: buscamos vendedora con actitud cálida y maternal.,sesgo_genero_femenino,Exclusión explícita de hombres y uso de estereotipos (maternal) asociados a las mujeres.,1
Preferentemente mujer para puesto de recepcionista.,sesgo_genero_femenino,"Indica una preferencia por el sexo femenino para el puesto, lo que constituye discriminación de género.",1
Se busca secretaria joven y femenina para atención al cliente.,sesgo_genero_femenino,"Prefiere explícitamente a mujeres y añade un criterio de apariencia/sexo, excluyendo a candidatos masculinos.",1
Contratamos secretaria para oficina (candidata ideal: mujer).,sesgo_genero_femenino,"Indica preferencia por una mujer en el rol administrativo, discriminando por género.",1
Se busca recepcionista: solo mujeres.,sesgo_genero_femenino,Excluye explícitamente a hombres al requerir únicamente mujeres para el puesto.,1
"Buscamos vendedora para atención al cliente, ideal candidata femenina.",sesgo_genero_femenino,"Preferencia explícita por candidatas femeninas para el puesto, discriminando por género.",1
"Se requiere vendedora puerta a puerta, solo mujeres.",sesgo_genero_femenino,Establece un requisito de género femenino para el trabajo de ventas.,1
"Cocinera para restaurante, solo mujeres.",sesgo_genero_femenino,Limita el acceso al puesto exclusivamente a mujeres.,1
"Oferta: asistente de limpieza, se valorará que sea mujer.",sesgo_genero_femenino,Sugiere preferencia por mujeres para un rol tradicionalmente estereotipado.,1
Buscamos educadora infantil (mujer).,sesgo_genero_femenino,La mención del género femenino como requisito discrimina a otros postulantes.,1
"Se necesita asesora de ventas, ideal para mujeres.",sesgo_genero_femenino,"Indica que el puesto es más adecuado para mujeres, favoreciendo ese género.",1
Recepcionista (solo mujeres).,sesgo_genero_femenino,"Requiere exclusivamente mujeres, excluyendo a otros géneros.",1
"Se busca secretaria, preferentemente mujer.",sesgo_genero_femenino,Expresa una preferencia explícita por candidatas de sexo femenino.,1
Se busca acompañante escolar femenina para niños pequeños.,sesgo_genero_femenino,"Exige que la persona sea femenina para el cuidado de niños, imponiendo una restricción de género.",1
Buscamos recepcionista femenina y amable.,sesgo_genero_femenino,"Combina un requisito de género explícito ('femenina') con rasgos estereotipados, excluyendo a otros géneros.",1
Oferta: estilista femenina para salón de belleza.,sesgo_genero_femenino,La especificación 'femenina' restringe el puesto a personas de un solo género.,1
Se solicita camarera para turno de noche.,sesgo_genero_femenino,El uso de 'camarera' indica preferencia por candidatas femeninas para el puesto.,1
Contratamos madre con disponibilidad para jornada parcial.,sesgo_genero_femenino,"Pide específicamente 'madre', limitando la oferta a mujeres y asociando el rol a la maternidad.",1
Buscamos enfermera con experiencia (solo mujeres).,sesgo_genero_femenino,"A pesar de que la experiencia es relevante, la exigencia 'solo mujeres' impone un requisito de género no justificable.",1
Contratamos camarera para turno nocturno; imprescindible ser mujer.,sesgo_genero_femenino,"Establece un requisito de género ('imprescindible ser mujer'), excluyendo hombres.",1
"Se necesita vendedora para boutique, preferentemente mujer.",sesgo_genero_femenino,"Indica preferencia por mujeres para el puesto de ventas, lo que constituye sesgo de género.",1
Vacante: asistente personal (mujer).,sesgo_genero_femenino,"Especifica entre paréntesis que la persona debe ser mujer, excluyendo otros géneros.",1
"Se necesita vendedora de tienda, mujeres con buena presencia.",sesgo_genero_femenino,"Describe el puesto en femenino y exige candidatas mujeres, basando la selección en género.",1
"Se busca recepcionista, solo mujeres.",sesgo_genero_femenino,Excluye explícitamente a los hombres al solicitar únicamente mujeres.,1
Se buscan chicas para atención al cliente.,sesgo_genero_femenino,El uso de 'chicas' indica preferencia por mujeres y excluye a otros géneros.,1
Buscamos chica para atención al cliente.,sesgo_genero_femenino,Uso de 'chica' dirige la oferta específicamente a mujeres jóvenes.,1
Se necesita empleada doméstica para limpieza del hogar.,sesgo_genero_femenino,El término 'empleada' y el rol doméstico perpetúan la expectativa de que el puesto es para mujeres.,1
Se busca recepcionista — preferiblemente mujer.,sesgo_genero_femenino,Indica una preferencia explícita por candidatas mujeres.,1
Se necesita vendedora para boutique de ropa.,sesgo_genero_femenino,Uso del sustantivo femenino 'vendedora' que implica preferencia por mujeres.,1
Se busca secretaria (solo mujeres).,sesgo_genero_femenino,Exigencia explícita de sexo femenino al decir 'solo mujeres'.,1
Se requiere azafata para eventos corporativos.,sesgo_genero_femenino,Término femenino 'azafata' que sugiere que el puesto es para mujeres.,1
Se necesita chica para atención al cliente.,sesgo_genero_femenino,"Solicita explícitamente 'chica', lo que excluye a candidatos masculinos o no binarios.",1
Se requiere azafata para eventos.,sesgo_genero_femenino,"El término 'azafata' designa exclusivamente a mujeres, restringiendo el acceso por género.",1
Necesitamos vendedora con buena presencia.,sesgo_genero_femenino,Usa la forma femenina 'vendedora' y sugiere un requisito de apariencia asociado a mujeres.,1
"Se busca secretaria administrativa, solo mujeres.",sesgo_genero_femenino,Excluye candidatos no femeninos al exigir explícitamente 'solo mujeres' para el puesto.,1
Buscamos azafata para evento (solo mujeres).,sesgo_genero_femenino,Uso del término femenino y exclusión explícita de otros géneros.,1
Se necesita modelo femenina para campaña publicitaria.,sesgo_genero_femenino,"Exige específicamente que el/la modelo sea mujer, especificando el género.",1
"Buscamos cuidadora de personas mayores, mujeres preferentemente.",sesgo_genero_femenino,"Favorece candidatas femeninas para un puesto asociado a cuidados, reforzando estereotipos.",1
Empresa busca mujer para cuidado de personas mayores.,sesgo_genero_femenino,"Requiere específicamente 'mujer', asignando el rol de cuidado a un género concreto.",1
Se solicita azafata para eventos corporativos.,sesgo_genero_femenino,"Uso de la palabra femenina 'azafata', que excluye explícitamente a otros géneros.",1
Se prefiere madre responsable para puesto de asistencia escolar.,sesgo_genero_femenino,"Preferencia por 'madre', vinculando la idoneidad al rol maternal y excluyendo a quienes no sean mujeres.",1
"Solicitamos consultora comercial, edad 25-35, mujeres.",sesgo_genero_femenino,"Indica explícitamente que buscan candidatas mujeres, excluyendo por género.",1
Empresa busca mujer para puestos de RRHH.,sesgo_genero_femenino,"Reclutamiento dirigido explícitamente a 'mujer', excluyendo otros géneros.",1
Se busca modelo femenina para campaña publicitaria.,sesgo_genero_femenino,"Indicación explícita de 'femenina', exigiendo sexo femenino para el puesto.",1
Buscamos dama administrativa para oficina.,sesgo_genero_femenino,Término 'dama' es un marcador de género que dirige la oferta a mujeres.,1
Se solicita enfermera con experiencia.,sesgo_genero_femenino,Uso del sustantivo femenino 'enfermera' que implica preferencia por candidatas mujeres.,1
Se necesita secretaria amable y femenina.,sesgo_genero_femenino,"Solicita rasgos asociados a lo femenino y utiliza la palabra 'femenina', mostrando sesgo de género.",1
Vacante: estilista (solo damas).,sesgo_genero_femenino,Indica que el puesto está reservado únicamente para mujeres.,1
Buscamos mujer para cuidado de personas mayores.,sesgo_genero_femenino,"Indica explícitamente que el candidato debe ser mujer, mostrando sesgo de género.",1
Buscamos niñera con experiencia para horario nocturno.,sesgo_genero_femenino,"Uso del término 'niñera' implica que el puesto es para mujeres, reforzando un rol de género.",1
"Oferta: promotora de productos, solo para mujeres.",sesgo_genero_femenino,Restricción clara del puesto a personas de género femenino.,1
Buscamos guía turística femenina para grupo escolar.,sesgo_genero_femenino,"Pide específicamente una persona femenina, mostrando preferencia de género.",1
Asistente de ventas — preferiblemente mamá joven.,sesgo_genero_femenino,"Dirigido a mujeres (madres), introduciendo una preferencia de género y rol familiar.",1
Necesitamos recepcionista (solo mujeres).,sesgo_genero_femenino,Excluye a candidatos masculinos indicando que solo se aceptan mujeres.,1
"Se busca secretaria para oficina, mujeres preferentemente.",sesgo_genero_femenino,Favorece explícitamente a mujeres para el puesto por motivos de género.,1
"Camarera para restaurante, buena presencia y sonrisa.",sesgo_genero_femenino,El título femenino 'camarera' y requisitos estereotípicos (presencia/sonrisa) sugieren preferencia por mujeres.,1
Empresa busca trabajadora doméstica con experiencia.,sesgo_genero_femenino,"El empleo se anuncia en femenino ('trabajadora'), reforzando el estereotipo de que esas labores son de mujeres.",1
Se solicita enfermera con experiencia.,sesgo_genero_femenino,Uso del término femenino que implica preferencia de género para el puesto.,1
Se necesita dependienta con don de gentes y empatía (mujer preferible).,sesgo_genero_femenino,Indica preferencia por mujer y asocia el puesto con rasgos estereotípicamente femeninos.,1
Contratamos niñera/empleada doméstica — mujeres preferidas.,sesgo_genero_femenino,"Expresa preferencia por mujeres para tareas domésticas y de cuidado, generando sesgo de género.",1
Auxiliar de enfermería (preferentemente mujeres).,sesgo_genero_femenino,La cláusula 'preferentemente mujeres' expresa una preferencia de género discriminatoria.,1
Incorporamos vendedora para tienda de ropa femenina.,sesgo_genero_femenino,"El puesto se anuncia en femenino ('vendedora'), implicando que se busca una mujer.",1
"Se busca administrativa; preferiblemente mujer, ordenada y con buena presencia.",sesgo_genero_femenino,"La oferta expresa una preferencia explícita por mujeres y asigna características estereotípicas (ordenada, buena presencia), lo que constituye discriminación por género.",1
"Se busca recepcionista, preferentemente mujer, para atención al cliente.",sesgo_genero_femenino,"La oferta expresa una preferencia explícita por candidatas femeninas ('preferentemente mujer'), excluyendo o desalentando a candidatos hombres y mostrando un sesgo de género hacia mujeres.",1
Se requiere vendedora con buena presencia y trato amable.,sesgo_genero_femenino,"Título femenino ('vendedora') y énfasis en la apariencia y amabilidad, reforzando estereotipos de género.",1
Buscamos candidatos entre 22 y 28 años.,sesgo_edad_joven,Especifica un rango de edad concreto que discrimina fuera de ese tramo etario.,2
"Recién graduado en ingeniería, sin experiencia previa.",sesgo_edad_joven,"Preferencia por 'recién graduado', que favorece a quienes tienen menor edad o están al inicio de su carrera.",2
Oferta dirigida a jóvenes profesionales y estudiantes.,sesgo_edad_joven,"Se centra en 'jóvenes' y estudiantes, lo que implica una preferencia por candidatos de menor edad.",2
Buscamos talento joven con mentalidad digital.,sesgo_edad_joven,"Asocia la cualidad deseada ('mentalidad digital') con ser joven, favoreciendo a candidatos jóvenes.",2
Solo perfiles jóvenes: hasta 30 años.,sesgo_edad_joven,"Declara explícitamente que solo se consideran candidatos hasta una edad máxima, discriminando por edad.",2
Se buscan jóvenes dinámicos para puesto de ventas.,sesgo_edad_joven,"Prefiere explícitamente candidatos 'jóvenes', excluyendo implícitamente a personas de mayor edad.",2
"Programa para recién graduados, no se aceptan mayores de 28 años.",sesgo_edad_joven,"Establece un límite de edad que excluye a solicitantes mayores, favoreciendo solo a jóvenes.",2
Se busca joven dinámico para equipo de ventas.,sesgo_edad_joven,"Solicita específicamente 'joven', favoreciendo candidatos de menor edad.",2
Preferible menor de 30 años para puesto administrativo.,sesgo_edad_joven,Impone un límite de edad explícito que discrimina a personas mayores de 30.,2
Buscamos recién graduado sin experiencia previa.,sesgo_edad_joven,La expresión 'recién graduado' favorece candidatos jóvenes y excluye a quienes cambiaron de carrera más tarde.,2
Ambiente laboral joven; candidatos mayores no encajan.,sesgo_edad_joven,Declara explícitamente que las personas mayores no son adecuadas para el puesto.,2
Vacante ideal para estudiantes y jóvenes profesionales.,sesgo_edad_joven,"Dirige la oferta a estudiantes y jóvenes, limitando el acceso por edad.",2
Se valorará energía y estilo juvenil.,sesgo_edad_joven,"Prefiere características asociadas a la juventud, lo que puede excluir a trabajadores de mayor edad.",2
"Puesto junior: menos de 2 años de experiencia, preferiblemente menores de 28.",sesgo_edad_joven,Combina requisitos de poca experiencia con una preferencia de edad explícita.,2
Buscamos talento joven para startup tecnológica.,sesgo_edad_joven,La mención 'talento joven' indica preferencia por candidatos de edad menor.,2
"Se busca administrativo, preferiblemente menor de 30 años.",sesgo_edad_joven,Imposición explícita de un límite de edad que favorece a candidatos jóvenes.,2
Puesto para diseñador gráfico: solo candidatos de hasta 28 años.,sesgo_edad_joven,"Establece un tope de edad concreto (hasta 28), discriminando por edad a favor de jóvenes.",2
Se requiere representante de ventas con energía juvenil.,sesgo_edad_joven,La expresión 'juvenil' sugiere preferencia por personas jóvenes en lugar de basarse en habilidades.,2
Necesitamos community manager con estilo millennial.,sesgo_edad_joven,"Hace referencia a una cohorte generacional ('millennial'), implicando preferencia por una franja de edad.",2
Vacante ideal para estudiantes o jóvenes con poca experiencia.,sesgo_edad_joven,"Dirigida a 'estudiantes' y 'jóvenes', lo que indica preferencia por perfiles jóvenes.",2
Preferimos candidatos entre 20 y 30 años.,sesgo_edad_joven,"Indica una franja de edad preferente, lo que constituye discriminación por edad.",2
No se considerarán candidatos mayores de 40 años.,sesgo_edad_joven,"Exclusión directa de personas por su edad ('mayores de 40'), discriminación evidente.",2
Buscamos personas con mentalidad joven y energía.,sesgo_edad_joven,Uso de 'mentalidad joven' y 'energía' como criterios implícitos de preferencia por jóvenes.,2
Buscamos jóvenes dinámicos para el área de ventas.,sesgo_edad_joven,"Menciona explícitamente 'jóvenes', favoreciendo candidatos jóvenes y excluyendo a personas mayores.",2
Se solicita personal menor de 30 años para atención al cliente.,sesgo_edad_joven,"Establece un límite de edad concreto ('menor de 30'), lo que discrimina por edad.",2
Solo para recién graduados en Ingeniería.,sesgo_edad_joven,"Prefiere 'recién graduados', implicando una preferencia por candidatos jóvenes con poca experiencia.",2
"Equipo joven y proactivo, preferimos candidatos de hasta 35 años.",sesgo_edad_joven,"Combina la descripción 'joven' con un tope de edad ('hasta 35'), excluyendo a mayores.",2
Puesto dirigido a menores de 28 años con alta disponibilidad.,sesgo_edad_joven,"Establece un requisito de edad ('menores de 28'), excluyendo a quienes son mayores.",2
Buscamos becario/a con mentalidad juvenil y poca experiencia.,sesgo_edad_joven,"Asocia 'mentalidad juvenil' y falta de experiencia con la idoneidad, promoviendo preferencia por jóvenes.",2
Empresa busca programador joven y dinámico (menor de 30 años).,sesgo_edad_joven,"La oferta solicita explícitamente 'joven' y un límite de edad ('menor de 30 años'), favoreciendo candidatos jóvenes y excluyendo potencialmente a solicitantes mayores, lo que constituye sesgo por edad.",2
Vacante junior: ideal si eres menor de 28 años.,sesgo_edad_joven,"Relaciona el puesto con una edad específica, favoreciendo a candidatos jóvenes.",2
Buscamos jóvenes proactivos para equipo dinámico y moderno.,sesgo_edad_joven,La oferta solicita 'jóvenes' como requisito implícito para encajar en la cultura del equipo.,2
"Puesto para recién licenciado, preferentemente menores de 28 años.",sesgo_edad_joven,"Combina 'recién licenciado' con una preferencia de edad, excluyendo candidatos con mayor edad o experiencia previa.",2
Se busca vendedor entre 20 y 30 años para conectar con público joven.,sesgo_edad_joven,Establece un rango de edad y justifica la discriminación indicando que debe 'conectar' por edad con clientes.,2
Solo se valorarán candidatos menores de 40 años.,sesgo_edad_joven,"Declara explícitamente una exclusión basada en la edad máxima, favoreciendo a los más jóvenes.",2
Prácticas para jóvenes con energía — Plaza limitada a menores de 25 años.,sesgo_edad_joven,"Combina la exigencia de juventud con un límite de edad claro, excluyendo candidatos mayores.",2
Recién graduados sin experiencia: oportunidad para jóvenes dinámicos.,sesgo_edad_joven,"Al pedir 'recién graduados' y describir 'jóvenes', la oferta favorece a candidatos jóvenes frente a candidatos con más edad.",2
Preferible candidato menor de 35 años.,sesgo_edad_joven,"Indica preferencia por una edad específica por debajo de 35, discriminando por edad.",2
"Buscamos persona joven, con ganas de aprender y punto de vista fresco.",sesgo_edad_joven,La descripción pide explícitamente 'joven' y asocia cualidades positivas solo a la juventud.,2
Se busca community manager joven (máximo 30 años).,sesgo_edad_joven,"Establece una edad máxima explícita, excluyendo a personas mayores y favoreciendo candidatos jóvenes.",2
Se valorará pertenecer a la generación Z o millennials.,sesgo_edad_joven,"Hace referencia explícita a generaciones jóvenes, favoreciendo por edad.",2
"Se busca administrativo, preferentemente menor de 30 años.",sesgo_edad_joven,"Solicita explícitamente un límite de edad por debajo de 30, favoreciendo candidatos jóvenes.",2
Se requiere ejecutivo/a con apariencia joven y actitud dinámica.,sesgo_edad_joven,"Menciona explícitamente 'apariencia joven', discriminando por edad y favoreciendo candidatos jóvenes.",2
Auxiliar contable: preferiblemente jóvenes sin experiencia previa.,sesgo_edad_joven,La preferencia por 'jóvenes' y por falta de experiencia señala un sesgo hacia candidatos de menor edad.,2
Vacante para marketero joven y dinámico.,sesgo_edad_joven,"Usa el término 'joven', indicando preferencia por candidatos de menor edad.",2
"Buscamos desarrollador(a) web, preferentemente menores de 30 años.",sesgo_edad_joven,"La frase exige o prefiere una edad específica ('menores de 30 años'), favoreciendo candidatos jóvenes y excluyendo implícitamente a personas mayores, lo que constituye un sesgo por edad hacia la juventud.",2
"Contrato temporal para recién egresados, se valorará edad entre 20 y 25.",sesgo_edad_joven,"Indica un rango de edad específico (20-25) y prioriza recién egresados, favoreciendo a jóvenes.",2
"Buscamos programador junior, ideal para estudiantes y recién graduados.",sesgo_edad_joven,"Favorece a recién graduados y estudiantes, lo que apunta a candidatos jóvenes.",2
Puesto de reparto: se necesita persona joven y en buena forma física.,sesgo_edad_joven,"Relaciona la capacidad física requerida con la juventud, excluyendo a mayores.",2
Contratamos solo a menores de 28 para prácticas remuneradas.,sesgo_edad_joven,Limita explícitamente las prácticas a personas por debajo de cierta edad.,2
Se valorará experiencia de hasta 2 años; preferimos recién incorporados al mercado laboral.,sesgo_edad_joven,"Prefiere candidatos con poca experiencia laboral, lo que suele favorecer a personas jóvenes.",2
Se solicita personal con look juvenil para atención presencial.,sesgo_edad_joven,"Exige una apariencia 'juvenil', discriminando por edad y aspecto físico asociado a juventud.",2
Se busca joven programador para startup.,sesgo_edad_joven,"La palabra 'joven' indica preferencia por candidatos de menor edad, excluyendo implícitamente a personas mayores.",2
Preferible candidato entre 20 y 30 años.,sesgo_edad_joven,"Se especifica un rango de edad que limita la contratación a personas jóvenes, discriminando por edad.",2
Solo se contratará a menores de 35 años.,sesgo_edad_joven,"La frase establece un límite máximo de edad ('menores de 35'), excluyendo a quienes son mayores.",2
Buscamos perfil joven y con energía.,sesgo_edad_joven,Asociar 'joven' y 'energía' presupone preferencia por la juventud y descarta otras edades.,2
"Recién graduados bienvenidos, mayores no aplican.",sesgo_edad_joven,"Invita explícitamente a recién graduados y rechaza a personas mayores, manifestando discriminación por edad.",2
Vacante para jóvenes talentos (18-25 años).,sesgo_edad_joven,"Se fija un rango de edad juvenil (18-25), limitando la oferta a candidatos muy jóvenes.",2
Se valorará que tengas poca trayectoria y seas menor de 30.,sesgo_edad_joven,"Combina preferencia por poca experiencia con un tope de edad, favoreciendo a candidatos jóvenes.",2
Oferta dirigida a jóvenes sin cargas familiares.,sesgo_edad_joven,Al pedir 'jóvenes sin cargas familiares' se busca implícitamente a personas más jóvenes y sin responsabilidades asociadas a mayor edad.,2
"Preferimos candidatos junior, máximo 28 años.",sesgo_edad_joven,La exigencia de 'máximo 28 años' junto a 'junior' establece una barrera de edad contra personas mayores.,2
Buscamos estudiante o profesional joven para prácticas.,sesgo_edad_joven,La mención de 'estudiante' y 'profesional joven' orienta la vacante exclusivamente a personas de edad temprana.,2
Se busca personal joven para atención al cliente.,sesgo_edad_joven,"Solicita explícitamente candidatos 'jóvenes', excluyendo o desincentivando a personas mayores.",2
Preferible menor de 30 años para puesto de marketing.,sesgo_edad_joven,Establece un límite de edad específico que favorece a personas jóvenes.,2
Buscamos estudiantes o recién graduados con ganas de aprender.,sesgo_edad_joven,Prefiere perfiles típicamente jóvenes como estudiantes o recién titulados.,2
Solo se considerarán candidatos menores de 35.,sesgo_edad_joven,Indica una condición de exclusión basada en la edad máxima.,2
Se requiere energía y dinamismo; idealmente personas entre 20 y 30 años.,sesgo_edad_joven,"Asocia cualidades deseadas con un rango de edad concreto, favoreciendo a jóvenes.",2
Vacante para community manager: buscamos perfil joven y creativo.,sesgo_edad_joven,"Pide un 'perfil joven', lo que discrimina por edad al preferir a personas jóvenes.",2
Se valorará aspecto y energía juvenil.,sesgo_edad_joven,"Asocia cualidades deseables con 'juventud' (apariencia y energía), favoreciendo a candidatos más jóvenes.",2
Ideal para estudiantes y jóvenes en busca de experiencia.,sesgo_edad_joven,"Dirige la vacante a estudiantes y jóvenes, excluyendo implícitamente a candidatos de mayor edad.",2
No se considerarán candidatos mayores de 35 años.,sesgo_edad_joven,"Establece una exclusión explícita por edad, discriminando contra personas mayores de 35.",2
Se busca persona con mentalidad joven y tecnológica.,sesgo_edad_joven,"Solicita una 'mentalidad joven', vinculando idoneidad al atributo de juventud y generando sesgo etario.",2
Puesto para jóvenes talentos sin experiencia previa.,sesgo_edad_joven,"Promueve la idea de talentos 'jóvenes' y sin experiencia, excluyendo a candidatos experimentados o mayores.",2
Contrato orientado a recién incorporados (edad máxima 28).,sesgo_edad_joven,"Impone un requisito de edad máxima, favoreciendo a candidatos jóvenes y discriminando por edad.",2
"Se busca secretaria, preferiblemente menor de 30 años.",sesgo_edad_joven,"Impone una preferencia por candidatos por debajo de una edad específica, discriminando a personas mayores.",2
Empresa busca desarrolladores jóvenes y con energía.,sesgo_edad_joven,La mención explícita de 'jóvenes' favorece a personas jóvenes y excluye implícitamente a candidatos de mayor edad.,2
Puesto ideal para recién graduados sin experiencia.,sesgo_edad_joven,"Al dirigirse a 'recién graduados' se asume preferencia por candidatos jóvenes, limitando el acceso a profesionales mayores.",2
Solo aceptamos candidatos entre 20 y 28 años.,sesgo_edad_joven,"Establece un rango de edad explícito que excluye a personas fuera de ese rango, favoreciendo únicamente a jóvenes.",2
Buscamos community manager con perfil juvenil.,sesgo_edad_joven,"La expresión 'perfil juvenil' sugiere preferencia por características asociadas a la juventud, discriminando por edad.",2
Vacante para jóvenes dinámicos y amantes de lo digital.,sesgo_edad_joven,"Se dirige explícitamente a 'jóvenes', implicando que no se consideran candidatos de mayor edad.",2
"Se requiere apariencia joven, preferiblemente menores de 35.",sesgo_edad_joven,Solicitar 'apariencia joven' y un límite de edad es una discriminación directa por edad.,2
Programa de empleo para menores de 25 años.,sesgo_edad_joven,"Limita la participación solo a personas menores de una edad específica, excluyendo a candidatos mayores.",2
Buscamos talento joven para atraer público joven.,sesgo_edad_joven,"Justifica la selección por edad como estrategia comercial, lo que constituye un sesgo hacia personas jóvenes.",2
Puesto para jóvenes sin cargas familiares.,sesgo_edad_joven,"Al requerir 'jóvenes sin cargas familiares' se discrimina por edad y por situación familiar, favoreciendo a personas jóvenes.",2
Buscamos 'nativos digitales' para manejo de redes sociales.,sesgo_edad_joven,El término 'nativos digitales' estereotipa por edad y da ventaja a personas más jóvenes.,2
Oportunidad para recién egresados y menores de 28 años.,sesgo_edad_joven,"Combina 'recién egresados' y un límite de edad, favoreciendo explícitamente a candidatos jóvenes.",2
Se buscan jóvenes entre 18 y 30 años para atención al cliente.,sesgo_edad_joven,Indica un rango de edad específico que excluye a personas mayores; favorece a candidatos jóvenes.,2
"Vacante solo para menores de 35 años, experiencia no requerida.",sesgo_edad_joven,Establece un límite de edad máximo que discrimina a aspirantes mayores.,2
"Buscamos talento joven, recién graduados.",sesgo_edad_joven,"Prefiere explícitamente a recién graduados, lo que implica preferencia por candidatos jóvenes.",2
Puesto para jóvenes hasta 28 años con alta energía.,sesgo_edad_joven,"Fija una edad máxima y asocia características (energía) a la juventud, excluyendo a mayores.",2
Oferta para estudiantes y jóvenes profesionales.,sesgo_edad_joven,"Dirige la vacante a estudiantes y jóvenes, dejando fuera a personas en otras etapas de vida.",2
Se valorará ser joven (máx. 30 años) para rol dinámico.,sesgo_edad_joven,"Menciona un máximo de edad como criterio deseable, lo cual discrimina por edad.",2
Puesto para jóvenes entre 20 y 25 años.,sesgo_edad_joven,Establece un rango de edad concreto que excluye a quienes no estén en ese tramo.,2
Solo para jóvenes: contrato temporal para personas sin cargas familiares.,sesgo_edad_joven,"Solicita explícitamente 'jóvenes' y asume condiciones asociadas a la juventud, discriminando por edad.",2
Buscamos jóvenes entre 20 y 30 años para puesto de marketing.,sesgo_edad_joven,Exige un rango de edad específico que favorece únicamente a candidatos jóvenes.,2
"Se necesita personal joven, dinámico y con energía.",sesgo_edad_joven,"Menciona explícitamente 'joven', excluyendo implícitamente a personas mayores.",2
"Preferible recién graduado, sin más de 2 años de experiencia.",sesgo_edad_joven,Busca perfiles de entrada que normalmente corresponden a personas jóvenes.,2
